240,1190677
240,1182924
240,1156371
240,1124336
132,665286
132,667565
240,1124555
132,668015
240,1156929
240,1177732
240,1214506
240,1240217
240,1242133
240,1185481
240,1235244
12,42053
30,75120
56,131245
90,259228
132,342155
182,463594
240,730922
306,1123853
380,1597028
462,1087880
552,1200750
12,44456
30,76673
56,127475
90,240338
132,307987
182,454013
240,519244
306,658595
380,852777
462,1036473
552,1189421
12,37280
30,74123
56,154636
90,238829
132,303699
182,448571
240,540255
306,658271
380,860672
462,1016491
552,1135349
12,77203
30,175923
56,314203
90,501813
132,754493
182,1004616
240,1297760
306,1563743
380,2073688
462,2318218
552,2746080
12,39617
30,75843
56,126765
90,226823
132,353170
182,403994
240,561947
306,669566
380,819248
462,1070934
552,1185477
12,75862
30,170815
56,313903
90,479182
132,715967
182,987995
240,1315586
306,1689473
380,2009089
462,2371186
552,2694253
12,41077
30,78945
56,128879
90,245733
132,311593
182,472213
240,655254
306,725390
380,1060037
462,1498739
552,1267567
12,77396
30,172903
56,350729
90,498622
132,748625
182,1132916
240,1360464
306,1988009
380,2127850
462,2957626
552,3166671
240,1329538
240,1272569
240,1312492
240,1294470
240,1488253
240,1496684
240,1333303
240,1270064
240,1305293
240,1284417
240,1290507
240,1275933
240,1416283
240,1341524
240,1362976
240,1575776
240,1402705
240,1425050
240,1496830
240,1527775
240,1756850
240,1268304
240,1240447
240,1601073
240,1432342
240,1404233
240,1403623
240,1369705
240,1284717
240,1244231
240,1345148
240,1744626
240,1259301
240,1257118
240,1773671
240,1320033
240,1247301
240,1260055
240,1236610
240,1461091
240,1408772
240,1243409
240,1948046
240,1472762
240,1575211
240,1591578
240,1339920
240,1254869
240,1466035
240,1479133
240,1637570
240,1331471
240,1281028
240,1313052
240,1870522
240,1542976
240,1512737
240,1519776
240,1588325
240,1533771
240,1350783
240,1290972
240,1299159
240,1300180
240,1458224
240,1518972
240,1431892
240,1415835
240,1499729
240,1708659
240,1414726
240,1505024
240,1750502
240,1510835
240,1434906
12,39373
12,40765
12,34749
12,35293
12,44265
30,87207
30,92664
30,82497
30,87866
30,106336
56,151269
56,137572
56,141564
56,128277
56,138255
90,214726
90,204046
90,199430
90,213054
90,201894
132,448198
132,294445
132,348713
132,404328
132,434179
182,489803
182,431100
182,398114
182,443755
182,451212
240,556027
240,722608
240,784941
240,871767
240,677253
306,952871
306,766667
306,942360
306,992340
306,905802
380,1030048
380,940638
380,1188235
380,941336
380,990616
462,1282672
462,1508051
462,1478562
462,1246213
462,1390237
552,1468747
552,1441068
552,1568124
552,1438514
552,1868784
12,81522
12,72634
12,73561
12,72570
12,85077
30,173059
30,174584
30,248700
30,180787
30,170653
56,340649
56,321267
56,431778
56,383263
56,320230
90,608887
90,524533
90,556482
90,646754
90,761577
132,732648
132,744095
132,1065014
132,701768
132,785277
182,1202262
182,1107657
182,1476838
182,1251326
182,1134800
240,1611470
240,1629513
240,1428633
240,1412998
240,1606118
306,1767162
306,1791144
306,2208309
306,2229364
306,1998112
380,2640464
380,2666340
380,2913594
380,2438642
380,2816258
462,3080015
462,2843175
462,2952243
462,3022152
462,3501190
552,2783982
552,2690726
552,2979785
552,2729379
552,2757732
12,36130
12,32254
12,31820
12,32792
12,31776
30,69641
30,70370
30,69947
30,70513
30,71250
56,120549
56,120749
56,119293
56,121146
56,120429
90,185521
90,183386
90,185118
90,184554
90,187567
132,272934
132,271668
132,269889
132,274545
132,274286
182,368526
182,365568
182,368650
182,363394
182,368651
240,476592
240,474844
240,477257
240,479811
240,475721
306,604161
306,599052
306,605444
306,604661
306,599006
380,749470
380,739007
380,738566
380,747480
380,741391
462,899784
462,907077
462,900218
462,895667
462,970869
552,1067901
552,1064870
552,1072976
552,1068335
552,1074403
12,75843
12,69691
12,69628
12,71360
12,69264
30,169254
30,162202
30,168189
30,166407
30,164588
56,293283
56,289235
56,286896
56,285195
56,284791
90,447600
90,447871
90,446003
90,442024
90,448322
132,643109
132,639073
132,641771
132,642622
132,639763
182,869057
182,871103
182,872207
182,868149
182,870654
240,1135747
240,1144907
240,1136807
240,1134701
240,1143920
306,1432472
306,1429547
306,1427552
306,1428951
306,1426923
380,1773631
380,1769081
380,1764708
380,1795622
380,1779548
462,2129268
462,2118394
462,2122881
462,2123131
462,2125744
552,2541291
552,2572010
552,3149161
552,2529372
552,2537713
12,43154
12,33589
12,32660
12,32213
12,39510
30,74027
30,71528
30,71246
30,75229
30,72373
56,143615
56,125037
56,125138
56,148251
56,134506
90,207345
90,197130
12,32887
12,33225
12,34173
12,33227
12,33094
30,74903
30,72012
30,75871
30,72423
30,73865
56,121785
56,126127
56,126622
56,132509
56,121277
90,197146
90,204675
90,192401
90,195973
90,203093
132,285317
132,273822
132,278882
132,287691
132,286942
182,388047
182,394179
182,385080
182,391089
182,381811
240,500614
240,489083
240,492862
240,502178
240,497017
306,611150
306,611299
306,639260
306,615198
306,621171
380,783838
380,760302
380,763550
380,755685
380,759779
462,921699
462,927125
462,933695
462,928999
462,932517
552,1107566
552,1113874
552,1105335
552,1112846
552,1113174
12,78834
12,71464
12,75032
12,71671
12,73504
30,178864
30,181147
30,163405
30,172606
30,169030
56,295560
56,288685
56,299794
56,300941
56,303074
90,460152
90,457579
90,464854
90,453279
90,445294
132,643018
132,651415
132,646065
132,656196
132,637810
182,890999
182,1039786
182,889874
182,878201
182,881315
240,1138779
240,1155938
240,1157090
240,1148660
240,1145884
306,1446145
306,1440113
306,1442820
306,1443396
306,1448675
380,1787555
380,1785511
380,1778168
380,1787500
380,1776334
462,2150837
462,2143615
462,2147007
462,2147353
462,2139378
552,2551949
552,2543114
552,2540182
552,2549587
552,2540966
12,39018
12,35263
12,34038
12,32521
12,33404
30,87494
30,78616
30,85095
30,71607
30,75049
56,133463
56,136372
56,124419
56,130988
56,125002
90,204529
90,193536
90,190564
90,211027
90,194286
132,279013
132,275489
132,302122
132,295255
132,279409
182,385563
182,371215
182,383819
182,374116
182,373523
240,496774
240,488913
240,523954
240,490818
240,478725
306,606100
306,614458
306,602637
306,604951
306,616754
380,739918
380,739375
380,753885
380,737437
380,746949
462,909660
462,906523
462,947978
462,913265
462,911651
552,1126170
552,1133590
552,1122217
552,1113433
552,1235141
12,76925
12,70888
12,70211
12,70329
12,76426
30,182542
30,165953
30,162661
30,171782
30,163595
56,304839
56,305776
56,309589
56,301344
56,300124
90,467120
90,474031
90,465783
90,465373
90,636063
132,756198
132,793654
132,653583
132,946172
132,982902
182,920455
182,894373
182,919220
182,958088
182,974877
240,1234547
240,1185946
240,1203376
240,1540415
240,1541071
306,1494662
306,1469567
306,1469525
306,1496021
306,1558404
380,1840369
380,1835583
380,1996670
380,1915241
380,1849983
462,2276183
462,2265854
462,2214575
462,2232704
462,2190031
552,2596765
552,2647623
552,2610171
552,2600219
552,2627041
240,343685
240,346110
240,1223122
240,1187956
12,20782
12,20199
12,19723
12,30455
12,20565
30,44339
30,47063
30,45548
30,46077
30,47196
56,82095
56,81663
56,82570
56,80639
56,80818
90,129449
90,129186
90,130395
90,131336
90,129428
132,197948
132,193735
132,189945
132,189781
132,188492
182,276848
182,269539
182,256910
182,262171
182,262772
240,346573
240,342351
240,351688
240,350918
240,342811
306,438150
306,437364
306,456062
306,443010
306,440000
380,583607
380,555441
380,542958
380,535550
380,568161
462,678251
462,686714
462,683549
462,683941
462,746372
552,866400
552,870751
552,971736
552,788164
552,799284
12,455070046
2,447023997
2,452955633
2,450247652
2,425294750
2,423959827
56,310870
56,303918
