0,0,0.00483108
-2.5941,0,0.00121541
-2.33469,0,0.00157977
-2.07528,0,0.00199746
-1.81587,0,0.00245684
-1.55646,0,0.0029396
-1.29705,0,0.00342148
-1.03764,0,0.00387394
-0.778231,0,0.00426683
-0.518821,0,0.00457163
-0.25941,0,0.00476487
0,0,0.00483108
0.25941,0,0.00476487
0.518821,0,0.00457163
0.778231,0,0.00426683
1.03764,0,0.00387394
1.29705,0,0.00342148
1.55646,0,0.0029396
1.81587,0,0.00245684
2.07528,0,0.00199746
2.33469,0,0.00157977
2.5941,-2.5941,0.000305773
-2.5941,-2.5941,0.000305773
-2.33469,-2.5941,0.000397439
-2.07528,-2.5941,0.000502522
-1.81587,-2.5941,0.000618093
-1.55646,-2.5941,0.000739547
-1.29705,-2.5941,0.000860778
-1.03764,-2.5941,0.000974608
-0.778231,-2.5941,0.00107345
-0.518821,-2.5941,0.00115013
-0.25941,-2.5941,0.00119875
0,-2.5941,0.00121541
0.25941,-2.5941,0.00119875
0.518821,-2.5941,0.00115013
0.778231,-2.5941,0.00107345
1.03764,-2.5941,0.000974608
1.29705,-2.5941,0.000860778
1.55646,-2.5941,0.000739547
1.81587,-2.5941,0.000618093
2.07528,-2.5941,0.000502522
2.33469,-2.5941,0.000397439
2.5941,-2.33469,0.000397439
-2.5941,-2.33469,0.000397439
-2.33469,-2.33469,0.000516585
-2.07528,-2.33469,0.000653171
-1.81587,-2.33469,0.000803387
-1.55646,-2.33469,0.000961251
-1.29705,-2.33469,0.00111883
-1.03764,-2.33469,0.00126678
-0.778231,-2.33469,0.00139526
-0.518821,-2.33469,0.00149493
-0.25941,-2.33469,0.00155812
0,-2.33469,0.00157977
0.25941,-2.33469,0.00155812
0.518821,-2.33469,0.00149493
0.778231,-2.33469,0.00139526
1.03764,-2.33469,0.00126678
1.29705,-2.33469,0.00111883
1.55646,-2.33469,0.000961251
1.81587,-2.33469,0.000803387
2.07528,-2.33469,0.000653171
2.33469,-2.33469,0.000516585
2.5941,-2.07528,0.000502522
-2.5941,-2.07528,0.000502522
-2.33469,-2.07528,0.000653171
-2.07528,-2.07528,0.000825869
-1.81587,-2.07528,0.0010158
-1.55646,-2.07528,0.00121541
-1.29705,-2.07528,0.00141464
-1.03764,-2.07528,0.00160172
