0,0,0.0149441
-2.6,0,0.00373611
-2.08,0,0.006154
-1.56,0,0.0090726
-1.04,0,0.0119713
-0.52,0,0.014138
0,0,0.0149441
0.52,0,0.014138
1.04,0,0.0119713
1.56,0,0.0090726
2.08,0,0.006154
1.83848,-1.83848,0.00373611
-1.83848,-1.83848,0.00373611
-1.52824,-2.10344,0.00373611
-1.18038,-2.31662,0.00373611
-0.803444,-2.47275,0.00373611
-0.40673,-2.56799,0.00373611
0,-2.6,0.00373611
0.40673,-2.56799,0.00373611
0.803444,-2.47275,0.00373611
1.18038,-2.31662,0.00373611
1.52824,-2.10344,0.00373611
2.10344,-1.52824,0.00373611
-2.10344,-1.52824,0.00373611
-1.47078,-1.47078,0.006154
-1.15559,-1.72946,0.006154
-0.795981,-1.92167,0.006154
-0.405788,-2.04003,0.006154
0,-2.08,0.006154
0.405788,-2.04003,0.006154
0.795981,-1.92167,0.006154
1.15559,-1.72946,0.006154
1.47078,-1.47078,0.006154
2.31662,-1.18038,0.00373611
-2.31662,-1.18038,0.00373611
-1.72946,-1.15559,0.006154
-1.10309,-1.10309,0.0090726
-0.78,-1.351,0.0090726
-0.403758,-1.50684,0.0090726
0,-1.56,0.0090726
0.403758,-1.50684,0.0090726
0.78,-1.351,0.0090726
1.10309,-1.10309,0.0090726
1.72946,-1.15559,0.006154
2.47275,-0.803444,0.00373611
-2.47275,-0.803444,0.00373611
-1.92167,-0.795981,0.006154
-1.351,-0.78,0.0090726
-0.735391,-0.735391,0.0119713
-0.397991,-0.960835,0.0119713
0,-1.04,0.0119713
0.397991,-0.960835,0.0119713
0.735391,-0.735391,0.0119713
1.351,-0.78,0.0090726
1.92167,-0.795981,0.00615401
2.56799,-0.40673,0.00373611
-2.56799,-0.40673,0.00373611
-2.04003,-0.405788,0.006154
-1.50684,-0.403758,0.0090726
-0.960835,-0.397991,0.0119713
-0.367696,-0.367696,0.014138
0,-0.52,0.014138
0.367696,-0.367696,0.014138
0.960835,-0.397991,0.0119713
1.50684,-0.403758,0.0090726
2.04003,-0.405788,0.006154
2.6,0,0.00373611
-2.6,0,0.00373611
-2.08,0,0.006154
-1.56,0,0.0090726
-1.04,0,0.0119713
-0.52,0,0.014138
0,0,0.0149441
0.52,0,0.014138
1.04,0,0.0119713
1.56,0,0.0090726
2.08,0,0.006154
2.56799,0.40673,0.00373611
-2.56799,0.40673,0.00373611
-2.04003,0.405788,0.006154
-1.50684,0.403758,0.0090726
-0.960835,0.397991,0.0119713
-0.367696,0.367696,0.014138
0,0.52,0.014138
0.367696,0.367696,0.014138
0.960835,0.397991,0.0119713
1.50684,0.403758,0.0090726
2.04003,0.405788,0.006154
2.47275,0.803444,0.00373611
-2.47275,0.803444,0.00373611
-1.92167,0.795981,0.006154
-1.351,0.78,0.0090726
-0.735391,0.735391,0.0119713
-0.397991,0.960835,0.0119713
0,1.04,0.0119713
0.397991,0.960835,0.0119713
0.735391,0.735391,0.0119713
1.351,0.78,0.0090726
1.92167,0.795981,0.00615401
2.31662,1.18038,0.00373611
-2.31662,1.18038,0.00373611
-1.72946,1.15559,0.006154
-1.10309,1.10309,0.0090726
-0.78,1.351,0.0090726
-0.403758,1.50684,0.0090726
0,1.56,0.0090726
0.403758,1.50684,0.0090726
0.78,1.351,0.0090726
1.10309,1.10309,0.0090726
1.72946,1.15559,0.006154
2.10344,1.52824,0.00373611
-2.10344,1.52824,0.00373611
-1.47078,1.47078,0.006154
-1.15559,1.72946,0.006154
-0.795981,1.92167,0.00615401
-0.405788,2.04003,0.006154
0,2.08,0.006154
0.405788,2.04003,0.006154
0.795981,1.92167,0.00615401
1.15559,1.72946,0.006154
1.47078,1.47078,0.006154
1.83848,1.83848,0.00373611
-1.83848,1.83848,0.00373611
-1.52824,2.10344,0.00373611
-1.18038,2.31662,0.00373611
-0.803444,2.47275,0.00373611
-0.40673,2.56799,0.00373611
0,2.6,0.00373611
0.40673,2.56799,0.00373611
0.803444,2.47275,0.00373611
1.18038,2.31662,0.00373611
1.52824,2.10344,0.00373611
